Row.names	MeanDecreaseAccuracy	MeanDecreaseGini	Rank_Gini_RF	s1	abs_coeff	Rank_absC_ENET	RankProd	RankProd_Rank
LOC107386372	4.92869005211991	1.61249945412234	11	-0.0381494115225053	0.0381494115225053	176	1936	36
LOC107386384	1.12801095095435	0.207897189447754	417	0	0	542.5	226222.5	460
LOC107386405	-0.417819860375939	0.335670398470521	159	-0.163849531867991	0.163849531867991	60	9540	91
LOC107386432	0.00328350999289201	0.148674819317329	675	0	0	542.5	366187.5	687
LOC107386482	1.79840119776909	0.214636375609343	394	-0.0617013643696804	0.0617013643696804	141	55554	211
LOC107386535	0.987128756673015	0.337243743131105	157	-0.0952087601739434	0.0952087601739434	97	15229	113
LOC107386588	-0.045176684151203	0.459708319083801	82	-0.00246390056505683	0.00246390056505683	249	20418	127
LOC107386602	2.70858463984612	0.179407589651149	542	0	0	542.5	294035	567
LOC107386614	-0.3235369845961	0.276472119586473	243	0	0	542.5	131827.5	339
LOC107386622	-0.387663744196751	0.10713197732757	792	0	0	542.5	429660	794
LOC107386674	1.58297609103281	0.202736363915006	429	0	0	542.5	232732.5	470
LOC107386709	0.979533477999694	0.190616701197526	493	0	0	542.5	267452.5	522
LOC107386732	0.602128457945446	0.351448588776495	143	0.0343082723587797	0.0343082723587797	181	25883	142
LOC107386738	2.68205785307763	0.418369022561409	100	-0.127313690849878	0.127313690849878	72	7200	78
LOC107386751	1.7331066404301	0.153954390068753	659	0	0	542.5	357507.5	673
LOC107386765	1.23881122886713	0.298883639016033	211	-0.232883527644143	0.232883527644143	32	6752	75
LOC107386780	-0.717858693386437	0.152574759149224	663	0	0	542.5	359677.5	677
LOC107386782	0.0324382995467554	0.189077233860363	505	0	0	542.5	273962.5	532
LOC107386783	-1.07613169104299	0.155463119513313	652	0	0	542.5	353710	667
LOC107386809	-0.266632468997282	0.265149814706807	264	0	0	542.5	143220	351
LOC107386906	0.702102483619593	0.193473526861634	480	0	0	542.5	260400	509
LOC107386946	1.09800186878413	0.163311701531868	611	0	0	542.5	331467.5	629
LOC107386975	2.98999832897424	1.4046145430927	15	-0.462253693015118	0.462253693015118	6	90	7
LOC107386976	0.302806556114363	0.146161693919667	684	0	0	542.5	371070	696
LOC107387196	1.69103386435903	0.188649475255127	506	0	0	542.5	274505	533
LOC107387207	-0.218873905972827	0.211846167058658	404	0	0	542.5	219170	448
LOC107387208	0.543153914304338	0.199281893004535	447	0	0	542.5	242497.5	484
LOC107387253	0.698125788597513	0.233269405047279	334	-0.0670662688757737	0.0670662688757737	133	44422	173
LOC107387298	3.08690561290789	0.254054343715035	281	0.0317910434600554	0.0317910434600554	184	51704	197
LOC107387333	-0.484941542708356	0.185487682997514	523	0	0	542.5	283727.5	549
LOC107387469	0.303683796507536	0.066889640071573	825	0	0	542.5	447562.5	825
LOC107387548	1.33991507294203	0.19423792311409	475	0.0128648131670177	0.0128648131670177	224	106400	302
LOC107387556	-0.138674621584569	0.209645303915258	413	0	0	542.5	224052.5	456
LOC107387648	0.919190526173949	0.425670315449997	95	0	0	542.5	51537.5	196
LOC107387748	-0.33385241249938	0.193347108765319	481	0	0	542.5	260942.5	510
LOC107387769	0.137677801830652	0.285246347725447	228	0	0	542.5	123690	329
LOC107387781	2.39258343905198	1.17101602811109	20	0.187389325736306	0.187389325736306	45	900	23
LOC107387783	0.250890310280153	0.199654434447348	445	0	0	542.5	241412.5	482
LOC107387893	1.07809748921499	0.218068675434608	383	0	0	542.5	207777.5	437
LOC107388006	2.16739821843863	0.170025068097666	586	0	0	542.5	317905	606
LOC107388024	0.748500590584665	0.175373426924689	565	0	0	542.5	306512.5	589
LOC107388359	0.887081842706587	0.366207383187998	133	0	0	542.5	72152.5	249
LOC107388377	3.63229566037463	0.56460238401822	60	-0.0876369287083438	0.0876369287083438	106	6360	71
LOC107388489	1.43761330775506	0.186644455307859	517	0	0	542.5	280472.5	543
LOC107388490	1.1183890941715	0.273525733273027	250	0.178612508631744	0.178612508631744	49	12250	101
LOC107388594	1.78820181821529	0.19426478033616	473	0	0	542.5	256602.5	504
LOC107388615	-0.0136387407011652	0.165771057716719	599	0	0	542.5	324957.5	619
LOC107388681	-0.554202471528319	0.190195460111972	499	0	0	542.5	270707.5	526
LOC107388792	3.35557147420671	0.344586451708209	153	0	0	542.5	83002.5	263
LOC107388869	-0.104383105885142	0.122460265330904	765	0	0	542.5	415012.5	770
LOC107388927	-1.13478377758201	0.10820283346774	790	0	0	542.5	428575	792
LOC107388929	2.60929013116377	0.518780164968268	70	-0.0412854169875998	0.0412854169875998	168	11760	98
LOC107389007	1.43622242404139	0.127911958493698	749	0	0	542.5	406332.5	756
LOC107389089	0.103626152435107	0.134817572877348	724	0	0	542.5	392770	733
LOC107389177	1.10598119462789	0.411405874300629	107	0	0	542.5	58047.5	216
LOC107389312	1.84294021762359	0.260427171285834	271	0.0407574043583462	0.0407574043583462	170	46070	177
